"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         238,       -6.28381501,      -5.967948309,      -6.140180907,      -5.478185662,      -10.47553859
          0,           0,         239,      -6.290341755,      -5.971205668,      -6.148689515,      -5.478246388,      -10.47295275
          0,           0,         240,      -6.308497922,      -5.983800155,       -6.16738109,      -5.497568587,      -10.47060924
          0,           0,         241,      -6.313786834,      -5.988360117,       -6.17723856,      -5.497856436,      -10.46821832
          0,           0,         242,      -6.327672996,      -6.002382639,       -6.19778052,      -5.514924723,      -10.46602936
          0,           0,         243,      -6.331092292,      -6.008475284,      -6.208984645,      -5.513994367,      -10.46375171
          0,           0,         244,        -6.3484411,      -6.023072095,      -6.230343355,       -5.53239489,       -10.4616207
          0,           0,         245,      -6.356197721,      -6.029402257,      -6.242491558,      -5.534002029,      -10.45939998
          0,           0,         246,       -6.37030397,      -6.039910275,      -6.260359968,      -5.544561863,      -10.45719524
          0,           0,         247,      -6.385562276,      -6.051074891,      -6.279531029,      -5.556444912,      -10.45502797
          0,           0,         248,      -6.401341724,      -6.062727779,      -6.299429474,      -5.568898252,      -10.45291473
          0,           0,         249,      -6.417359968,      -6.074936813,      -6.320055976,      -5.581815679,      -10.45087542
          0,           0,         250,      -6.432362999,      -6.087793677,      -6.341578839,      -5.594454834,      -10.44891138
          0,           0,         251,      -6.446273711,      -6.101410813,      -6.364047455,      -5.606572297,      -10.44701126
          0,           0,         252,      -6.460416574,      -6.115602027,      -6.387166101,      -5.618720723,      -10.44515699
          0,           0,         253,      -6.475615901,      -6.129986107,       -6.41102226,      -5.631201768,      -10.44332238
          0,           0,         254,      -6.491912756,      -6.144561618,      -6.435927101,      -5.644147144,      -10.44148855
          0,           0,         255,      -6.509204046,      -6.159432742,      -6.461973695,      -5.657700554,      -10.43964425
          0,           0,         256,      -6.527520311,      -6.174654037,      -6.489112247,      -5.672001155,      -10.43778923
          0,           0,         257,      -6.545894878,      -6.189595196,      -6.516295413,      -5.685794502,      -10.43591347
          0,           0,         258,      -6.566168891,      -6.205682842,      -6.545786634,      -5.701706025,      -10.43404962
          0,           0,         259,      -6.587031417,      -6.222235422,      -6.576337983,      -5.718226661,      -10.43221546
          0,           0,         260,      -6.607902599,      -6.239217567,      -6.607798929,      -5.734939971,      -10.43043031
          0,           0,         261,      -6.628355597,       -6.25662379,       -6.64015999,      -5.751569026,      -10.42869876
          0,           0,         262,      -6.648194333,      -6.274422022,      -6.673377108,      -5.767951884,      -10.42701742
          0,           0,         263,      -6.667324617,      -6.292545193,      -6.707363295,      -5.784009793,      -10.42538281
          0,           0,         264,      -6.685977042,      -6.310906893,      -6.741918214,      -5.799890727,      -10.42377936
          0,           0,         265,      -6.704554028,      -6.329383731,      -6.776619864,      -5.815818642,      -10.42219326
          0,           0,         266,      -6.723197506,      -6.347927575,      -6.810968237,      -5.831946363,      -10.42061476
          0,           0,         267,      -6.741888473,      -6.366487633,      -6.844338239,      -5.848325758,      -10.41904552
          0,           0,         268,      -6.760545478,      -6.385020404,       -6.87601389,      -5.864947427,      -10.41749806
          0,           0,         269,      -6.778963081,      -6.403486346,      -6.905199179,      -5.881730309,      -10.41598574
          0,           0,         270,      -6.796960374,      -6.421840919,      -6.931047913,      -5.898593877,       -10.4145266
          0,           0,         271,      -6.814401144,      -6.440030943,      -6.952779828,      -5.915478844,      -10.41314479
          0,           0,         272,      -6.831179604,      -6.457993176,       -6.96983168,      -5.932334712,      -10.41187234
          0,           0,         273,      -6.847227225,      -6.475649908,      -6.981955049,      -5.949122686,       -10.4107421
          0,           0,         274,      -6.862535135,      -6.492917407,      -6.989306608,      -5.965822381,      -10.40978159
          0,           0,         275,      -6.877092495,      -6.509707011,      -6.992397829,      -5.982405904,      -10.40901935
