"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,        1007,       -9.68891834,      -6.278967199,      -7.750584034,      -4.561971514
          0,           0,        1008,      -9.691310206,      -6.283882319,      -7.750592482,      -4.561044626
          0,           0,        1009,      -9.691986944,       -6.28972905,      -7.738631578,      -4.550030961
          0,           0,        1010,      -9.700930713,      -6.293560304,      -7.764747086,      -4.576189954
          0,           0,        1011,      -9.703295939,      -6.298489983,      -7.764742924,      -4.575275052
          0,           0,        1012,      -9.703990352,      -6.304349301,      -7.752747924,       -4.56427841
          0,           0,        1013,      -9.712822594,      -6.308197058,      -7.778928785,      -4.590452782
          0,           0,        1014,      -9.715167357,      -6.313141279,      -7.778912518,      -4.589549714
          0,           0,        1015,      -9.715885974,      -6.319013154,      -7.766886051,      -4.578570117
          0,           0,        1016,      -9.724609167,      -6.322877275,      -7.793128974,      -4.604759564
          0,           0,        1017,      -9.726939144,      -6.327836062,      -7.793101386,      -4.603868278
          0,           0,        1018,      -9.727687912,      -6.333720497,      -7.781046335,      -4.592905969
          0,           0,        1019,      -9.736304806,      -6.337601015,      -7.807349374,      -4.619110519
          0,           0,        1020,       -9.73862542,      -6.342574242,      -7.807311346,      -4.618231029
          0,           0,        1021,       -9.73940987,      -6.348471166,      -7.795229463,      -4.607285778
          0,           0,        1022,        -9.7479234,      -6.352368071,      -7.821590055,       -4.63350546
          0,           0,        1023,      -9.750239851,      -6.357355738,      -7.821542084,      -4.632637756
          0,           0,        1024,      -9.751064815,      -6.363265171,      -7.809436061,      -4.621709659
          0,           0,        1025,      -9.759478321,      -6.367178405,      -7.835851393,      -4.647944204
          0,           0,        1026,      -9.761795043,      -6.372180493,      -7.835794771,      -4.647088396
          0,           0,        1027,       -9.76266496,      -6.378102415,       -7.82366673,      -4.636177541
          0,           0,        1028,      -9.770981727,      -6.382031985,      -7.850135126,      -4.662427065
          0,           0,        1029,       -9.77330338,      -6.387048469,      -7.850070077,      -4.661582929
          0,           0,        1030,      -9.774222342,      -6.392982852,      -7.837921977,        -4.6506891
          0,           0,        1031,      -9.782445598,      -6.396928688,      -7.864441251,      -4.676953756
          0,           0,        1032,      -9.784776265,      -6.401959552,      -7.864368442,      -4.676121199
          0,           0,        1033,      -9.785747577,      -6.407906342,      -7.852202682,      -4.665244598
          0,           0,        1034,      -9.793881087,      -6.411868472,      -7.878770186,      -4.691524025
          0,           0,        1035,      -9.796224482,      -6.416913705,      -7.878690236,      -4.690703124
          0,           0,        1036,       -9.79725109,      -6.422872871,      -7.866509339,      -4.679843899
          0,           0,        1037,      -9.805298546,      -6.426851197,      -7.893122538,      -4.706137974
          0,           0,        1038,      -9.807657998,      -6.431910752,       -7.89303653,      -4.705328752
          0,           0,        1039,      -9.808742856,      -6.437882298,      -7.880841793,      -4.694486762
          0,           0,        1040,      -9.816707633,      -6.441876818,      -7.907499113,      -4.720795648
          0,           0,        1041,      -9.819086152,      -6.446950701,      -7.907407994,      -4.719998202
          0,           0,        1042,      -9.820231484,      -6.452934625,      -7.895201674,      -4.709173269
          0,           0,        1043,      -9.828117354,      -6.456945316,      -7.921901061,      -4.735496791
          0,           0,        1044,      -9.830517884,      -6.462033442,      -7.921804948,      -4.734710957
          0,           0,        1045,      -9.831725589,      -6.468029734,      -7.909589098,      -4.723903468
          0,           0,        1046,      -9.839536129,      -6.472056576,      -7.936327731,      -4.750241418
          0,           0,        1047,      -9.841961192,      -6.477158946,      -7.936227495,      -4.749467303
          0,           0,        1048,      -9.843232939,      -6.483167559,      -7.924004054,       -4.73867703
          0,           0,        1049,      -9.850971413,      -6.487210527,      -7.950781275,       -4.76502985
          0,           0,        1050,      -9.853423494,      -6.492327147,      -7.950677114,      -4.764267066
          0,           0,        1051,       -9.85476049,      -6.498348077,      -7.938447954,      -4.753494285
          0,           0,        1052,      -9.862430615,      -6.502407097,      -7.965261079,      -4.779861558
          0,           0,        1053,      -9.864911727,      -6.507537893,      -7.965153701,      -4.779110197
          0,           0,        1054,      -9.866315087,      -6.513571141,       -7.95292058,      -4.768354649
          0,           0,        1055,      -9.873920327,      -6.517646264,      -7.979767845,      -4.794736268
          0,           0,        1056,      -9.876431971,      -6.522791236,      -7.979658466,      -4.793996758
          0,           0,        1057,      -9.877902779,      -6.528836753,      -7.967422642,      -4.783258426
          0,           0,        1058,      -9.885446397,      -6.532927903,      -7.994302122,      -4.809654342
          0,           0,        1059,       -9.88799031,      -6.538086962,      -7.994191051,      -4.808926396
          0,           0,        1060,      -9.889528965,      -6.544144713,      -7.981954558,      -4.798205315
          0,           0,        1061,      -9.897014086,      -6.548251805,      -8.008864722,      -4.824615678
          0,           0,        1062,      -9.899591932,      -6.553425018,      -8.008751863,      -4.823898958
          0,           0,        1063,      -9.901198732,      -6.559495022,      -7.996516605,      -4.813195402
          0,           0,        1064,      -9.908628575,      -6.563618085,      -8.023456044,      -4.839620025
          0,           0,        1065,      -9.911241459,      -6.568805381,      -8.023342231,      -4.838914805
          0,           0,        1066,      -9.912916689,      -6.574887512,      -8.011109962,      -4.828228785
          0,           0,        1067,       -9.92029426,      -6.579026509,      -8.038075954,      -4.854667463
          0,           0,        1068,      -9.922943331,      -6.584227923,      -8.037962408,      -4.853973693
          0,           0,        1069,      -9.924687176,      -6.590322272,      -8.025733739,      -4.843304958
          0,           0,        1070,      -9.932015446,       -6.59447716,      -8.052725514,      -4.869757893
          0,           0,        1071,      -9.934701606,      -6.599692615,      -8.052612352,      -4.869075457
          0,           0,        1072,       -9.93651392,      -6.605799148,       -8.04038941,      -4.858424231
          0,           0,        1073,      -9.943795568,      -6.609969928,      -8.067406027,      -4.884891581
          0,           0,        1074,      -9.946519645,      -6.615199379,      -8.067293234,      -4.884220497
          0,           0,        1075,      -9.948400188,      -6.621318061,      -8.055077584,      -4.873586556
          0,           0,        1076,      -9.955638367,      -6.625504729,      -8.082115738,      -4.900067508
          0,           0,        1077,      -9.958400844,      -6.630748214,      -8.082005007,      -4.899408028
          0,           0,        1078,      -9.960349371,      -6.636879032,      -8.069797836,      -4.888791589
          0,           0,        1079,      -9.967546484,      -6.641081499,      -8.096857229,      -4.915286543
          0,           0,        1080,      -9.970348061,      -6.646338934,      -8.096747792,      -4.914638272
          0,           0,        1081,      -9.972363974,      -6.652481852,      -8.084550761,      -4.904039502
          0,           0,        1082,      -9.979522568,      -6.656700098,      -8.111629844,      -4.930548386
          0,           0,        1083,      -9.982363572,      -6.661971466,      -8.111522906,       -4.92991163
          0,           0,        1084,       -9.98444667,      -6.668126518,      -8.099336496,      -4.919329922
          0,           0,        1085,      -9.991569032,      -6.672360533,      -8.126433887,      -4.945852804
          0,           0,        1086,      -9.994449813,      -6.677645831,      -8.126330823,      -4.945227535
          0,           0,        1087,      -9.996599587,      -6.683812957,      -8.114155929,      -4.934663006
          0,           0,        1088,      -10.00368819,      -6.688062722,      -8.141270181,      -4.961199745
