"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         168,      -5.868605915,      -5.662626038,      -6.294787963,      -5.545333525,      -9.906821958
          0,           0,         169,      -5.878397091,      -5.670123921,       -6.30104278,      -5.559101627,       -9.91560143
          0,           0,         170,      -5.888231332,      -5.677546526,      -6.305734711,      -5.572441949,      -9.887550148
          0,           0,         171,      -5.897991716,      -5.684885157,      -6.309553422,      -5.584995497,      -9.913266899
          0,           0,         172,      -5.907568665,      -5.692140515,      -6.313056539,      -5.596461788,      -9.925862423
          0,           0,         173,      -5.916867872,       -5.69932616,      -6.316644892,        -5.6066427,      -9.929622938
          0,           0,         174,      -5.925813296,      -5.706469921,      -6.320573538,      -5.615456989,      -9.874202697
          0,           0,         175,      -5.934361204,      -5.713618536,      -6.324985724,      -5.622959372,       -9.92421358
          0,           0,         176,      -5.942500567,      -5.720825614,      -6.329940196,       -5.62931245,      -9.907118072
          0,           0,         177,      -5.950244927,      -5.728150233,      -6.335445738,      -5.634737031,      -9.940699727
          0,           0,         178,      -5.957628433,      -5.735657217,      -6.341492225,      -5.639465191,      -9.942723019
          0,           0,         179,      -5.964724257,      -5.743409178,      -6.348069984,      -5.643771529,       -9.94401481
          0,           0,         180,      -5.971630844,      -5.751464832,      -6.355182694,      -5.647908985,      -9.845934685
          0,           0,         181,      -5.978458697,      -5.759887209,       -6.36285403,      -5.652083052,      -9.933561502
          0,           0,         182,       -5.98529773,      -5.768715093,        -6.3711328,      -5.656369674,      -9.943338133
          0,           0,         183,      -5.992286939,      -5.777979238,      -6.380087086,      -5.660906727,      -9.942555677
          0,           0,         184,      -5.999555269,      -5.787689414,      -6.389798999,       -5.66578208,      -9.875179039
          0,           0,         185,      -6.007176295,      -5.797872553,      -6.400347333,       -5.67096978,      -9.832620163
          0,           0,         186,      -6.015199473,      -5.808504134,      -6.411807105,      -5.676405379,      -9.927999542
          0,           0,         187,       -6.02367958,      -5.819574994,      -6.424247274,      -5.682101893,      -9.930621987
          0,           0,         188,      -6.032711782,      -5.831041816,      -6.437698892,      -5.688138064,      -9.925772294
          0,           0,         189,      -6.042247845,       -5.84283092,      -6.452144672,       -5.69438143,      -9.832053532
          0,           0,         190,        -6.0521539,      -5.854857396,      -6.467517836,      -5.700623545,       -9.91427124
          0,           0,         191,      -6.062462675,      -5.867056566,      -6.483720367,      -5.707021461,      -9.912610197
          0,           0,         192,      -6.073205472,      -5.879330653,      -6.500593668,      -5.713740363,      -9.752012411
          0,           0,         193,      -6.084279709,      -5.891554114,      -6.517861776,      -5.720700577,      -9.898231861
          0,           0,         194,        -6.0953594,      -5.903636034,      -6.535168204,      -5.727506435,      -9.845718101
          0,           0,         195,      -6.106333637,      -5.915509695,       -6.55210625,      -5.734199693,      -9.837584115
          0,           0,         196,       -6.11744396,       -5.92711062,      -6.568268898,      -5.741317875,      -9.875732888
          0,           0,         197,      -6.128672761,      -5.938336803,      -6.583189864,      -5.748887915,      -9.882808428
          0,           0,         198,      -6.139656558,      -5.949121785,      -6.596360012,      -5.756397501,      -9.878960342
          0,           0,         199,      -6.150018157,      -5.959475749,      -6.607387637,      -5.763395869,      -9.874728772
          0,           0,         200,      -6.160099278,      -5.969413044,      -6.616073601,       -5.77050078,      -9.870579065
          0,           0,         201,      -6.170367243,      -5.978908882,      -6.622451679,      -5.778350569,       -9.86661472
          0,           0,         202,      -6.180550632,      -5.987923868,       -6.62662957,       -5.78642449,      -9.862744857
          0,           0,         203,      -6.190101736,      -5.996503053,      -6.628844648,      -5.793897267,      -9.855015265
          0,           0,         204,      -6.198790617,      -6.004743441,      -6.629526647,      -5.800501956,      -9.677022274
          0,           0,         205,      -6.207392289,      -6.012686767,      -6.629217329,       -5.80734038,      -9.850399044
          0,           0,         206,      -6.216562639,      -6.020324796,      -6.628502003,      -5.815158055,      -9.848622209
          0,           0,         207,      -6.225612351,      -6.027662645,      -6.627825958,      -5.822833985,      -9.845148017
          0,           0,         208,      -6.233888382,      -6.034791586,      -6.627521466,      -5.829460057,      -9.841578585
          0,           0,         209,      -6.241200533,      -6.041828317,      -6.627935542,      -5.834875909,      -9.838141875
          0,           0,         210,      -6.248315865,      -6.048806347,      -6.629370029,       -5.84016715,      -9.834927867
          0,           0,         211,      -6.256493624,      -6.055705002,      -6.632066326,      -5.846875046,      -9.831864237
          0,           0,         212,      -6.264834979,      -6.062536564,       -6.63620426,      -5.853633583,      -9.828814798
          0,           0,         213,      -6.272402977,       -6.06937181,      -6.641748758,       -5.85921882,      -9.826179805
          0,           0,         214,      -6.278960807,      -6.076318266,      -6.648704943,      -5.863460272,      -9.823638996
          0,           0,         215,      -6.284869831,      -6.083414193,      -6.657069242,      -5.866950726,      -9.821295039
          0,           0,         216,      -6.291228581,      -6.090620683,       -6.66679298,       -5.87107237,      -9.819190852
          0,           0,         217,      -6.299091397,      -6.097900988,      -6.677793607,      -5.876962371,      -9.808260709
          0,           0,         218,      -6.306808203,      -6.105283798,      -6.689977578,       -5.88244265,      -9.813104099
          0,           0,         219,      -6.313415176,      -6.112820488,      -6.702950829,       -5.88643859,      -9.815035959
          0,           0,         220,      -6.318934478,      -6.120564667,      -6.716434611,       -5.88914736,      -9.813601771
          0,           0,         221,      -6.323924195,      -6.128505479,       -6.73013683,      -5.891347237,      -9.811507479
          0,           0,         222,      -6.329198429,      -6.136581437,      -6.743703854,      -5.893997779,      -9.809208125
          0,           0,         223,       -6.33527796,      -6.144721772,      -6.756782038,      -5.897622246,      -9.807656146
          0,           0,         224,      -6.342813279,      -6.152900498,      -6.769035847,      -5.902819001,      -9.807159947
          0,           0,         225,      -6.349805671,      -6.161159583,      -6.780186368,      -5.907239551,      -9.806703366
          0,           0,         226,      -6.355817983,      -6.169534219,       -6.78982558,      -5.910480201,      -9.489449176
          0,           0,         227,      -6.360760473,      -6.178038992,      -6.797676613,      -5.912571627,      -9.801577419
          0,           0,         228,      -6.364794742,      -6.186631563,      -6.803654208,      -5.913828748,      -9.779537321
          0,           0,         229,      -6.368876337,      -6.195253828,      -6.807817822,      -5.915265873,      -9.797568412
          0,           0,         230,      -6.373234191,      -6.203848021,      -6.810316683,      -5.917071346,      -9.807738187
          0,           0,         231,      -6.378091105,      -6.212368742,      -6.811309799,      -5.919418286,      -9.808358028
          0,           0,         232,      -6.382878311,      -6.220803491,       -6.81105472,      -5.921730687,      -9.807405123
          0,           0,         233,      -6.388284417,      -6.229139329,       -6.80988773,      -5.924655911,      -9.808143857
          0,           0,         234,      -6.394462202,      -6.237384125,      -6.808124053,      -5.928265512,      -9.809401627
          0,           0,         235,      -6.399259145,      -6.245552748,      -6.805971852,      -5.930490371,      -9.811061411
          0,           0,         236,      -6.402877866,      -6.253626212,      -6.803551809,      -5.931653751,      -9.811298938
          0,           0,         237,      -6.406111592,       -6.26157125,      -6.801057858,      -5.932552167,      -9.814160369
          0,           0,         238,      -6.408949345,      -6.269365947,       -6.79859788,      -5.933179587,      -9.815705805
          0,           0,         239,      -6.411436399,      -6.276994039,      -6.796210062,      -5.933626118,      -9.817770734
          0,           0,         240,      -6.414010984,      -6.284438986,      -6.793961464,      -5.934275918,      -9.817807443
          0,           0,         241,      -6.417190653,      -6.291692408,      -6.791834119,      -5.935553511,      -9.671401428
          0,           0,         242,      -6.420018984,      -6.298758756,      -6.789765229,      -5.936594096,      -9.755795657
          0,           0,         243,      -6.422576532,      -6.305634657,      -6.787730077,      -5.937503841,      -9.825134112
          0,           0,         244,       -6.42511715,      -6.312316321,      -6.785685958,      -5.938486718,      -9.445064385
          0,           0,         245,      -6.428187495,      -6.318809759,      -6.783567156,      -5.939959739,      -9.821980502
          0,           0,         246,      -6.430504916,       -6.32514212,      -6.781303678,      -5.940850997,      -9.838077994
          0,           0,         247,       -6.43223349,      -6.331309326,      -6.778903215,      -5.941302156,      -9.843138959
          0,           0,         248,      -6.433973367,      -6.337307184,      -6.776350267,      -5.941797035,      -9.848903624
          0,           0,         249,      -6.435203704,      -6.343148776,      -6.773600528,      -5.941843238,       -9.85538034
          0,           0,         250,      -6.435405415,      -6.348847228,      -6.770649978,      -5.941054601,      -9.856891561
          0,           0,         251,      -6.435011375,      -6.354386007,      -6.767585065,      -5.939769368,      -9.869613965
          0,           0,         252,      -6.434418926,      -6.359746151,      -6.764449423,      -5.938255396,      -9.877756805
          0,           0,         253,      -6.432839595,      -6.364908532,      -6.761258907,      -5.935837816,      -9.886301208
          0,           0,         254,      -6.430602698,       -6.36980676,      -6.758088304,      -5.932780545,      -9.895512784
          0,           0,         255,      -6.428378087,      -6.374327532,      -6.755019537,      -5.929591543,      -9.905220012
          0,           0,         256,      -6.425684398,      -6.378312527,      -6.752078677,      -5.925840589,      -9.905082037
          0,           0,         257,      -6.423136813,      -6.381516676,      -6.749299787,      -5.922035981,      -9.924733658
          0,           0,         258,      -6.423425318,      -6.383668761,      -6.746719982,      -5.920957556,      -9.487356449
          0,           0,         259,       -6.42114295,      -6.384822249,      -6.744451364,      -5.918684809,      -9.431238813
          0,           0,         260,       -6.41228096,      -6.385978595,      -6.742597187,       -5.91156873,      -9.668278595
          0,           0,         261,      -6.397347458,      -6.388664345,      -6.741200917,      -5.899412222,      -9.949081355
          0,           0,         262,      -6.377003898,       -6.39404853,      -6.740259933,      -5.881469574,      -9.971094153
          0,           0,         263,      -6.361549497,      -6.401414488,      -6.739574681,       -5.86605859,      -9.979204469
          0,           0,         264,      -6.353691632,      -6.407759086,      -6.738901019,      -5.856323174,      -9.965905707
          0,           0,         265,      -6.351028467,      -6.410478084,      -6.738217483,      -5.850619099,      -9.990506012
          0,           0,         266,      -6.351775234,      -6.407974235,      -6.737574022,      -5.847525678,      -9.993564698
          0,           0,         267,      -6.356169012,      -6.399701952,      -6.736904051,      -5.847536904,      -9.998543421
          0,           0,         268,      -6.368115122,      -6.387250773,      -6.736188981,      -5.858268879,        -9.4061525
          0,           0,         269,      -6.347484702,      -6.379328931,      -6.736202696,       -5.84685416,      -9.675775518
          0,           0,         270,      -6.298916738,      -6.388314028,      -6.736971155,      -5.808218778,      -9.986961602
          0,           0,         271,      -6.268654488,      -6.411668863,      -6.738427265,      -5.778143198,      -10.00291954
          0,           0,         272,      -6.265498587,      -6.426611063,      -6.739229979,      -5.769717539,      -10.00374387
          0,           0,         273,      -6.275216062,      -6.420352101,      -6.739411097,      -5.772294464,      -9.824154582
          0,           0,         274,      -6.290079115,      -6.396934043,      -6.739002815,      -5.779371491,       -9.96548542
          0,           0,         275,      -6.319051276,      -6.366960904,      -6.737834658,      -5.804899602,      -9.432602267
          0,           0,         276,      -6.289504658,      -6.352267631,      -6.736706835,      -5.792527101,      -9.711491076
          0,           0,         277,      -6.219559907,      -6.378178671,      -6.735891742,      -5.734165618,      -9.994445277
