"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         219,      -6.596489526,      -6.720175361,      -7.043800332,      -6.562618801,      -10.99069566
          0,           0,         220,      -6.604376406,      -6.725012669,      -7.049878455,      -6.571229625,      -10.98887998
          0,           0,         221,      -6.612235716,      -6.729603392,      -7.056356112,      -6.579625308,      -10.98704902
          0,           0,         222,      -6.619810139,      -6.733913796,      -7.063010753,      -6.587565802,      -10.98519183
          0,           0,         223,      -6.626895676,      -6.737946189,      -7.069607452,      -6.594887302,      -10.98333359
          0,           0,         224,      -6.633388869,      -6.741724634,       -7.07599997,      -6.601530072,       -10.9814937
          0,           0,         225,      -6.639269577,      -6.745278955,      -7.082140551,      -6.607511994,      -10.97970575
          0,           0,         226,      -6.644586824,      -6.748640232,      -7.088059479,      -6.612907997,      -10.97799036
          0,           0,         227,      -6.649428276,      -6.751837029,      -7.093832333,      -6.617820485,      -10.97633754
          0,           0,         228,      -6.653899457,      -6.754894584,      -7.099550891,        -6.6223587,      -10.97471971
          0,           0,         229,      -6.658104004,      -6.757833109,      -7.105296923,      -6.626621516,      -10.97311003
          0,           0,         230,      -6.662132038,      -6.760671414,      -7.111132913,      -6.630691447,      -10.97148644
          0,           0,         231,      -6.666050492,      -6.763425708,      -7.117087247,       -6.63462774,      -10.96983548
          0,           0,         232,      -6.669931711,      -6.766113883,      -7.123203506,       -6.63849393,      -10.96817637
          0,           0,         233,      -6.673818131,       -6.76875029,      -7.129495255,      -6.642327247,      -10.96653864
          0,           0,         234,      -6.677711971,      -6.771345594,      -7.135946114,      -6.646130593,      -10.96494848
          0,           0,         235,      -6.681645356,      -6.773917824,      -7.142588218,      -6.649935956,      -10.96343047
          0,           0,         236,      -6.685628009,      -6.776479962,      -7.149419399,      -6.653756379,      -10.96198003
          0,           0,         237,      -6.689652344,      -6.779046926,      -7.156412067,      -6.657591921,      -10.96057857
          0,           0,         238,      -6.693742499,      -6.781625053,      -7.163586706,      -6.661474967,      -10.95919427
          0,           0,         239,      -6.697908267,       -6.78423324,      -7.170903024,      -6.665424816,      -10.95774687
          0,           0,         240,      -6.702170998,      -6.786888944,        -7.1783362,      -6.669474597,       -10.9563701
          0,           0,         241,      -6.706574577,       -6.78960749,      -7.185887229,      -6.673677476,      -10.95492483
          0,           0,         242,      -6.711136857,       -6.79240164,      -7.193513871,      -6.678062493,      -10.95346529
          0,           0,         243,      -6.715868785,      -6.795279024,      -7.201183155,      -6.682650727,      -10.95202414
          0,           0,         244,      -6.720771476,       -6.79823955,      -7.208871047,      -6.687449672,      -10.95062738
          0,           0,         245,      -6.725818745,       -6.80127518,       -7.21653619,      -6.692436362,      -10.94929243
          0,           0,         246,      -6.730965272,      -6.804371238,       -7.22413112,      -6.697565368,      -10.94801054
          0,           0,         247,      -6.736151862,      -6.807507757,      -7.231600319,      -6.702774123,       -10.9467678
          0,           0,         248,      -6.741313459,      -6.810661816,      -7.238879787,      -6.707992604,      -10.94553571
          0,           0,         249,      -6.746392093,      -6.813811797,      -7.245904917,      -6.713156895,      -10.94428139
          0,           0,         250,      -6.751343877,      -6.816938722,      -7.252618212,      -6.718217437,        -10.942983
          0,           0,         251,      -6.756143388,      -6.820027149,      -7.258974512,      -6.723143577,      -10.94163317
          0,           0,         252,      -6.760782872,      -6.823066232,      -7.264937999,        -6.7279229,      -10.94024226
          0,           0,         253,       -6.76527149,      -6.826049159,      -7.270494048,      -6.732560073,      -10.93883557
          0,           0,         254,      -6.769629219,      -6.828971832,      -7.275644226,      -6.737070208,       -10.9374384
          0,           0,         255,       -6.77388039,       -6.83183165,       -7.28040489,      -6.741472119,      -10.93607993
          0,           0,         256,      -6.778048069,       -6.83462705,      -7.284803662,      -6.745783031,      -10.93477952
          0,           0,         257,      -6.782150255,      -6.837356146,      -7.288875115,      -6.750014682,      -10.93352221
          0,           0,         258,      -6.786197854,      -6.840016873,      -7.292658452,      -6.754172022,      -10.93229354
          0,           0,         259,      -6.790194191,      -6.842606054,      -7.296194968,      -6.758252514,      -10.93106499
          0,           0,         260,      -6.794132596,      -6.845119954,      -7.299520177,      -6.762245318,      -10.92980817
          0,           0,         261,      -6.798004322,      -6.847555346,       -7.30267232,      -6.766138517,      -10.92851066
          0,           0,         262,       -6.80179517,      -6.849908824,      -7.305685036,      -6.769916084,      -10.92712663
          0,           0,         263,      -6.805488932,      -6.852177091,      -7.308589587,      -6.773561625,      -10.92577884
          0,           0,         264,      -6.809066254,      -6.854357943,      -7.311410654,      -6.777057714,      -10.92439902
          0,           0,         265,      -6.812506753,      -6.856449221,      -7.314167217,      -6.780387809,      -10.92302834
          0,           0,         266,      -6.815787994,      -6.858448198,      -7.316874237,      -6.783535324,      -10.92169015
          0,           0,         267,      -6.818883375,      -6.860352069,      -7.319539532,      -6.786481964,      -10.92040476
          0,           0,         268,      -6.821758237,      -6.862157231,       -7.32216328,      -6.789205077,      -10.91917344
          0,           0,         269,      -6.824358193,      -6.863855476,      -7.324729858,      -6.791667106,      -10.91798443
          0,           0,         270,      -6.826602585,      -6.865433106,      -7.327208059,      -6.793812546,      -10.91682637
          0,           0,         271,      -6.828384294,      -6.866870767,      -7.329552583,      -6.795569608,      -10.91568163
          0,           0,         272,      -6.829547428,       -6.86813599,      -7.331693342,      -6.796833578,      -10.91454007
          0,           0,         273,      -6.829851247,      -6.869173665,      -7.333519448,      -6.797439955,      -10.91339834
          0,           0,         274,       -6.82911398,      -6.869890031,      -7.334961177,      -6.797268662,      -10.91223854
          0,           0,         275,      -6.826629167,      -6.870130906,       -7.33578963,      -6.795825973,       -10.9110628
